区域,小区名称,户型,面积,价格(万),单价(元/平米),性质,朝向,装修,是否有电梯,楼层,建筑年代,楼型
朝阳,东架松 ,60.81平米,,313,51472,房本满五年,精装,顶层(共6层),1982年建,东架松,,-
朝阳,芍药居北里 ,43.65平米,,298,68271,房本满五年,简装,地下室(共7层),1994年建,芍药居北里,,-
朝阳,东方东路 ,41.11平米,,289,70300,房本满五年,精装,高楼层(共6层),1985年建,东方东路,,-
朝阳,润泽悦溪 ,90.85平米,西南 ,620,68245,房本满五年,精装,高楼层(共11层),2010年建,润泽悦溪,,-
朝阳,绿丰家园 ,90.13平米,南 ,305,33841,房本满五年,简装,顶层(共6层),2008年建,绿丰家园,,-
朝阳,安慧北里秀园 ,62.27平米,南 ,508,81581,,简装,顶层(共6层),1993年建,安慧北里秀园,,-
朝阳,润泽悦溪 ,87.89平米,南 ,648,73729,,精装,中楼层(共10层),2010年建,润泽悦溪,,-
朝阳,北纬40度二期 ,67.7平米,,483,71345,,精装,低楼层(共28层),2009年建,北纬40度二期,,-
朝阳,观音景园二期 ,64.04平米,,285,44504,,简装,低楼层(共6层),2009年建,观音景园二期,,-
朝阳,石佛营西里小区 ,52.61平米,南 ,308,58545,,简装,低楼层(共6层),1997年建,石佛营西里小区,,-
朝阳,北沙滩6号院 ,51.21平米,东,359,70104,房本满五年,精装,低楼层(共6层),1992年建,北沙滩6号院,,-
朝阳,金隅悦和园 ,60.88平米,,283,46485,房本满五年,精装,高楼层(共28层),板塔结合,金隅悦和园,,-
朝阳,金隅悦和园 ,78.14平米,南 ,370,47351,房本满五年,精装,中楼层(共28层),2013年建,金隅悦和园,,-
朝阳,保利金泉 ,72.46平米,,579,79907,房本满五年,精装,高楼层(共30层),2008年建,保利金泉,,-
朝阳,首城国际B区 ,88.73平米,,780,87908,房本满五年,精装,中楼层(共28层),2010年建,首城国际B区,,-
朝阳,丽水嘉园 ,104.85平米,东,748,71341,房本满五年,精装,低楼层(共29层),2000年建,丽水嘉园,,-
朝阳,东柳西里 ,55.65平米,南 ,246,44205,房本满五年,简装,中楼层(共5层),1990年建,东柳西里,,-
朝阳,松榆西里 ,52.37平米,东,309,59004,房本满五年,简装,中楼层(共19层),1998年建,松榆西里,,-
朝阳,亮马水晶 ,90.79平米,南 西,538,59258,房本满五年,简装,中楼层(共20层),2003年建,亮马水晶,,-
朝阳,润泽悦溪 ,88.88平米,南 ,658,74033,房本满五年,精装,中楼层(共10层),2010年建,润泽悦溪,,-
朝阳,双龙南里 ,45.78平米,,248,54173,房本满五年,简装,顶层(共6层),1995年建,双龙南里,,-
朝阳,金隅悦和园 ,61.3平米,,273,44536,房本满五年,精装,高楼层(共28层),2013年建,金隅悦和园,,-
朝阳,南平里 ,56.51平米,,190,33623,房本满五年,简装,顶层(共6层),1990年建,南平里,,-
朝阳,康静里 ,57.44平米,南 ,298,51881,房本满五年,简装,低楼层(共6层),1994年建,康静里,,-
朝阳,甘露园南里 ,59.64平米,南 ,335,56171,房本满五年,简装,底层(共6层),1994年建,甘露园南里,,-
朝阳,东领鉴筑 ,50.09平米,,250,49911,房本满五年,精装,中楼层(共14层),2005年建,东领鉴筑,,-
朝阳,双桥六号井 ,59.57平米,南 ,262,43982,房本满五年,简装,中楼层(共5层),1993年建,双桥六号井,,-
朝阳,农光里 ,62.06平米,西,405,65260,房本满五年,简装,中楼层(共24层),1996年建,农光里,,-
朝阳,CBD传奇 ,65.95平米,,525,79606,房本满五年,精装,18层,2006年建,CBD传奇,,-
朝阳,芍药居北里 ,95.19平米,东南 ,645,67760,房本满五年,简装,中楼层(共24层),1998年建,芍药居北里,,-
朝阳,天畅园 ,101.69平米,,505,49661,房本满五年,精装,中楼层(共32层),2008年建,天畅园,,-
朝阳,小关北里 ,59.09平米,南 ,430,72771,房本满五年,简装,中楼层(共12层),1995年建,小关北里,,-
朝阳,后现代城A区 ,62.8平米,,440,70064,房本满五年,精装,高楼层(共18层),2004年建,后现代城A区,,-
朝阳,南新园 ,44.69平米,,290,64892,房本满五年,精装,低楼层(共24层),1996年建,南新园,,-
朝阳,金隅悦和园 ,79.52平米,,349,43889,房本满五年,简装,低楼层(共28层),板塔结合,金隅悦和园,,-
朝阳,芍药居北里 ,85.1平米,,605,71093,,精装,中楼层(共28层),2008年建,芍药居北里,,-
朝阳,青年汇佳园 ,57.85平米,,435,75195,,简装,中楼层(共20层),2006年建,青年汇佳园,,-
朝阳,农光里 ,43.51平米,,309,71019,,简装,高楼层(共24层),1999年建,农光里,,-
朝阳,安慧东里 ,50.22平米,,322,64118,,简装,底层(共7层),1997年建,安慧东里,,-
朝阳,石佛营西里小区 ,60.18平米,南 ,340,56498,,精装,中楼层(共15层),1999年建,石佛营西里小区,,-
朝阳,金港国际 ,65.51平米,,462,70524,房本满五年,精装,中楼层(共10层),2003年建,金港国际,,-
朝阳,东恒时代二期 ,54.83平米,西,420,76601,房本满五年,精装,低楼层(共16层),2006年建,东恒时代二期,,-
朝阳,芍药居北里 ,73.52平米,东,585,79571,房本满五年,精装,低楼层(共24层),1998年建,芍药居北里,,-
朝阳,三间房西里 ,49.99平米,南 ,240,48010,房本满五年,简装,中楼层(共5层),1998年建,三间房西里,,-
朝阳,翠成馨园D区 ,79.69平米,,359,45050,房本满五年,精装,中楼层(共28层),2012年建,翠成馨园D区,,-
朝阳,劲松八区 ,60.82平米,东 ,325,53437,房本满五年,简装,高楼层(共12层),1984年建,劲松八区,,-
朝阳,南新园 ,84.71平米,西,416,49109,房本满五年,精装,底层(共24层),1996年建,南新园,,-
朝阳,八里庄北里小区 ,59.14平米,南 ,359,60704,房本满五年,精装,顶层(共5层),1994年建,八里庄北里小区,,-
朝阳,后现代城C区 ,64.19平米,,375,58421,房本满五年,简装,低楼层(共27层),2007年建,后现代城C区,,-
朝阳,松榆西里 ,46.51平米,,269,57838,房本满五年,精装,顶层(共6层),1994年建,松榆西里,,-
朝阳,光华欣居 ,112.82平米,南 ,558,49460,房本满五年,简装,低楼层(共15层),1998年建,光华欣居,,-
朝阳,苹果派 ,51.91平米,,278,53555,房本满五年,简装,底层(共10层),2007年建,苹果派,,-
朝阳,芍药居北里 ,78.56平米,,575,73193,房本满五年,简装,低楼层(共20层),2008年建,芍药居北里,,-
朝阳,华腾园 ,98.28平米,,645,65629,房本满五年,精装,高楼层(共28层),2000年建,华腾园,,-
朝阳,丝竹园小区 ,56.74平米,,390,68735,房本满五年,简装,中楼层(共6层),1989年建,丝竹园小区,,-
朝阳,后现代城D区 ,68.78平米,南 ,430,62519,房本满五年,精装,中楼层(共27层),2006年建,后现代城D区,,-
朝阳,东泽园 ,60.22平米,,285,47327,房本满五年,精装,高楼层(共21层),2012年建,东泽园,,-
朝阳,砖角楼南里 ,75.6平米,南 ,585,77381,房本满五年,简装,高楼层(共22层),1985年建,砖角楼南里,,-
朝阳,农光里 ,65.22平米,东,410,62865,房本满五年,简装,高楼层(共24层),1996年建,农光里,,-
朝阳,西大望路12号院 ,48.36平米,,255,52730,房本满五年,简装,顶层(共6层),1989年建,西大望路12号院,,-
朝阳,南湖中园二区 ,69.73平米,南 ,468,67117,房本满五年,精装,高楼层(共6层),2000年建,南湖中园二区,,-
朝阳,润枫水尚 ,51.39平米,,380,73945,房本满五年,精装,中楼层(共14层),2007年建,润枫水尚,,-
朝阳,石佛营西里小区 ,45.81平米,南 ,245,53482,房本满五年,精装,顶层(共6层),1994年建,石佛营西里小区,,-
朝阳,双惠小区 ,80.94平米,南 ,380,46949,房本满五年,简装,中楼层(共6层),2004年建,双惠小区,,-
朝阳,小关北里 ,74.5平米,南 ,570,76511,房本满五年,精装,中楼层(共6层),1995年建,小关北里,,-
朝阳,朝阳旺角 ,106.91平米,西,435,40689,房本满五年,简装,低楼层(共15层),2007年建,朝阳旺角,,-
朝阳,九龙花园 ,62.13平米,南 ,420,67601,房本满五年,简装,高楼层(共22层),2001年建,九龙花园,,-
朝阳,北苑家园清友园 ,102.59平米,东,485,47276,,精装,顶层(共25层),2002年建,北苑家园清友园,,-
朝阳,亮马桥9号院 ,68.68平米,南 ,430,62610,,简装,底层(共6层),1988年建,亮马桥9号院,,-
朝阳,北苑家园紫绶园 ,77.2平米,西 ,386,50000,,简装,低楼层(共25层),2000年建,北苑家园紫绶园,,-
朝阳,通惠家园 ,80.16平米,,430,53643,房本满五年,精装,中楼层(共28层),2001年建,通惠家园,,-
朝阳,后现代城A区 ,55.45平米,,379,68350,房本满五年,精装,低楼层(共20层),2003年建,后现代城A区,,-
朝阳,北苑家园绣菊园 ,97.91平米,西,459,46880,房本满五年,简装,低楼层(共25层),2001年建,北苑家园绣菊园,,-
朝阳,通惠家园 ,87.21平米,南 ,535,61347,房本满五年,简装,中楼层(共7层),2002年建,通惠家园,,-
朝阳,百环家园 ,98.7平米,东,530,53699,房本满五年,简装,顶层(共28层),2005年建,百环家园,,-
朝阳,首开畅心园 ,50.74平米,,235,46315,房本满五年,简装,中楼层(共29层),2010年建,首开畅心园,,-
朝阳,太阳公元 ,89.79平米,,1189,132421,房本满五年,精装,中楼层(共27层),2011年建,太阳公元,,-
朝阳,远洋一方林语苑 ,89.98平米,南 ,475,52790,房本满五年,精装,高楼层(共18层),2009年建,远洋一方林语苑,,-
朝阳,东一时区 ,63.29平米,东,250,39501,房本满五年,精装,中楼层(共22层),2005年建,东一时区,,-
朝阳,地杰长安驿 ,109.9平米,,645,58690,房本满五年,精装,中楼层(共31层),2009年建,地杰长安驿,,-
朝阳,向军北里 ,39.1平米,,380,97187,房本满五年,简装,中楼层(共15层),1996年建,向军北里,,-
朝阳,MASTER领域 ,56.91平米,西,327,57460,房本满五年,精装,中楼层(共20层),2008年建,MASTER领域,,-
朝阳,首城国际B区 ,89.31平米,南 ,830,92935,房本满五年,精装,中楼层(共28层),2010年建,首城国际B区,,-
朝阳,驼房营南里 ,74.1平米,南 ,405,54656,房本满五年,精装,中楼层(共6层),2004年建,驼房营南里,,-
朝阳,道家园 ,63.89平米,南 ,375,58695,房本满五年,简装,高楼层(共12层),1991年建,道家园,,-
朝阳,金隅景和园 ,84.47平米,,415,49130,房本满五年,简装,低楼层(共21层),2011年建,金隅景和园,,-
朝阳,南沙滩小区 ,55.11平米,,364,66050,房本满五年,简装,低楼层(共6层),1984年建,南沙滩小区,,-
朝阳,道家园 ,63.53平米,南 ,420,66111,房本满五年,简装,中楼层(共18层),1993年建,道家园,,-
朝阳,芍药居北里 ,45.5平米,,415,91209,房本满五年,简装,高楼层(共7层),1994年建,芍药居北里,,-
朝阳,康家园 ,48.79平米,南 ,257,52675,房本满五年,简装,中楼层(共6层),1996年建,康家园,,-
朝阳,沿海赛洛城一期 ,69.11平米,,445,64391,房本满五年,精装,高楼层(共24层),2007年建,沿海赛洛城一期,,-
朝阳,华腾园 ,93.4平米,西南 ,645,69058,房本满五年,简装,高楼层(共28层),2003年建,华腾园,,-
朝阳,甘露园南里 ,63.52平米,南 ,365,57463,房本满五年,简装,中楼层(共16层),1996年建,甘露园南里,,-
朝阳,紫薇天悦 ,100.76平米,东,718,71259,房本满五年,精装,低楼层(共24层),2009年建,紫薇天悦,,-
朝阳,北京新天地五期 ,61.04平米,,330,54063,房本满五年,精装,顶层(共28层),2009年建,北京新天地五期,,-
朝阳,北京新天地四期 ,68.55平米,东,363,52955,房本满五年,精装,中楼层(共20层),2008年建,北京新天地四期,,-
朝阳,安慧里二区 ,67.54平米,西,480,71069,,精装,高楼层(共25层),1987年建,安慧里二区,,-
朝阳,安贞西里 ,37.79平米,,304,80445,,精装,低楼层(共16层),1986年建,安贞西里,,-
朝阳,南十里居 ,68.4平米,南 ,418,61112,,简装,低楼层(共6层),1995年建,南十里居,,-
朝阳,10AM新坐标 ,39.19平米,,268,68385,,精装,29层,2005年建,10AM新坐标,,-
朝阳,平乐园小区 ,46.32平米,,318,68653,房本满五年,精装,顶层(共6层),1993年建,平乐园小区,,-
朝阳,风度柏林 ,67.51平米,,520,77026,房本满五年,精装,中楼层(共22层),2006年建,风度柏林,,-
朝阳,双桥六号井 ,53.69平米,南 ,263,48985,房本满五年,简装,底层(共6层),1994年建,双桥六号井,,-
朝阳,平乐园小区 ,60.33平米,东,361,59838,房本满五年,简装,高楼层(共18层),1996年建,平乐园小区,,-
朝阳,新源南路 ,45.22平米,,329,72756,房本满五年,精装,顶层(共16层),1984年建,新源南路,,-
朝阳,翠成馨园D区 ,70.39平米,东 南 ,330,46882,房本满五年,简装,中楼层(共28层),2012年建,翠成馨园D区,,-
朝阳,苹果社区北区 ,104.5平米,,620,59331,房本满五年,精装,高楼层(共33层),2007年建,苹果社区北区,,-
朝阳,安翔南里 ,52.2平米,南 ,365,69924,房本满五年,简装,底层(共6层),1989年建,安翔南里,,-
朝阳,翠成馨园D区 ,71.29平米,南 ,330,46290,房本满五年,精装,中楼层(共28层),2012年建,翠成馨园D区,,-
朝阳,三源里北小街 ,59.72平米,东,400,66980,房本满五年,简装,中楼层(共16层),1983年建,三源里北小街,,-
朝阳,社会科学院 ,101.08平米,南 ,690,68263,房本满五年,简装,中楼层(共14层),1995年建,社会科学院,,-
朝阳,国美第一城2号院 ,136.04平米,南 ,785,57704,房本满五年,精装,高楼层(共27层),2006年建,国美第一城2号院,,-
朝阳,美景东方 ,114.68平米,东,710,61912,房本满五年,精装,25层,2010年建,美景东方,,-
朝阳,珠江罗马嘉园东区 ,82.14平米,西,565,68786,房本满五年,精装,中楼层(共17层),2008年建,珠江罗马嘉园东区,,-
朝阳,松榆西里 ,67.79平米,南 ,395,58269,房本满五年,简装,顶层(共6层),1992年建,松榆西里,,-
朝阳,安慧东里 ,97.75平米,东,535,54732,房本满五年,简装,高楼层(共22层),2000年建,安慧东里,,-
朝阳,天怡家园 ,98.87平米,西,488,49358,房本满五年,简装,高楼层(共19层),2006年建,天怡家园,,-
朝阳,弘善家园 ,74.7平米,东 ,369,49398,房本满五年,精装,中楼层(共28层),2009年建,弘善家园,,-
朝阳,惠新北里 ,89.11平米,西南 ,630,70700,房本满五年,简装,底层(共16层),1994年建,惠新北里,,-
朝阳,柏林爱乐一期 ,65.9平米,,369,55994,房本满五年,精装,中楼层(共11层),2002年建,柏林爱乐一期,,-
朝阳,管庄北二里 ,80.65平米,东 南 ,425,52697,,精装,高楼层(共28层),2013年建,管庄北二里,,-
朝阳,奥林匹克花园三期 ,125.91平米,南 ,758,60202,,精装,中楼层(共10层),2007年建,奥林匹克花园三期,,-
朝阳,世茂奥临花园 ,174.26平米,南 ,1270,72880,,精装,高楼层(共27层),2007年建,世茂奥临花园,,-
朝阳,丽都东镇 ,158.11平米,南 ,1000,63248,,精装,中楼层(共9层),2008年建,丽都东镇,,-
朝阳,北苑家园茉藜园 ,102.78平米,东,498,48454,,精装,中楼层(共26层),2005年建,北苑家园茉藜园,,-
朝阳,安慧北里雅园 ,82.74平米,东 南 ,575,69495,,精装,低楼层(共20层),1996年建,安慧北里雅园,,-
朝阳,富力又一城B区 ,104.32平米,,499,47834,,精装,高楼层(共22层),2008年建,富力又一城B区,,-
朝阳,美利山 ,74.94平米,,410,54711,,精装,中楼层(共24层),2011年建,美利山,,-
朝阳,福怡苑 ,62.76平米,东 ,278,44296,,精装,底层(共7层),1998年建,福怡苑,,-
朝阳,南湖东园一区 ,140.15平米,东,710,50661,,精装,高楼层(共28层),1999年建,南湖东园一区,,-
朝阳,华纺易城 ,90.8平米,东,616,67842,房本满五年,简装,中楼层(共18层),2005年建,华纺易城,,-
朝阳,百环花园 ,138.6平米,东南 ,628,45311,房本满五年,简装,中楼层(共28层),2001年建,百环花园,,-
朝阳,兴隆家园 ,75.39平米,,352,46691,房本满五年,精装,中楼层(共23层),2005年建,兴隆家园,,-
朝阳,奥林匹克花园四期 ,139.57平米,南 ,760,54453,房本满五年,精装,低楼层(共10层),2009年建,奥林匹克花园四期,,-
朝阳,万达广场公寓 ,141.17平米,西,800,56670,房本满五年,精装,低楼层(共27层),2005年建,万达广场公寓,,-
朝阳,富华家园 ,72.63平米,西南 ,343,47226,房本满五年,精装,低楼层(共24层),2000年建,富华家园,,-
朝阳,安慧里二区 ,94.21平米,南 ,720,76426,房本满五年,精装,低楼层(共18层),1991年建,安慧里二区,,-
朝阳,胜古家园 ,122.3平米,南 ,950,77678,房本满五年,简装,中楼层(共22层),1999年建,胜古家园,,-
朝阳,华威西里 ,58.62平米,西,325,55442,房本满五年,精装,中楼层(共22层),1990年建,华威西里,,-
朝阳,翠成馨园A区 ,97.86平米,,435,44452,房本满五年,精装,顶层(共14层),2006年建,翠成馨园A区,,-
朝阳,团结湖南里 ,53.6平米,南 ,360,67165,房本满五年,简装,中楼层(共5层),1982年建,团结湖南里,,-
朝阳,静安里 ,124.46平米,东,740,59457,房本满五年,简装,底层(共7层),1997年建,静安里,,-
朝阳,兴隆家园 ,75.39平米,,395,52395,房本满五年,精装,中楼层(共23层),2005年建,兴隆家园,,-
朝阳,国美第一城3号院 ,94.52平米,,589,62315,房本满五年,精装,低楼层(共27层),2007年建,国美第一城3号院,,-
朝阳,惠新西街甲17号院 ,76.85平米,南 西 ,588,76513,房本满五年,简装,低楼层(共6层),1988年建,惠新西街甲17号院,,-
朝阳,首开常青藤四期 ,95.26平米,南 ,603,63301,房本满五年,精装,低楼层(共9层),2013年建,首开常青藤四期,,-
朝阳,国美第一城2号院 ,96.75平米,西,558,57675,房本满五年,精装,27层,2006年建,国美第一城2号院,,-
朝阳,易构空间 ,73.06平米,,445,60909,房本满五年,精装,高楼层(共24层),2004年建,易构空间,,-
朝阳,华亭嘉园 ,188.35平米,北 东,990,52562,房本满五年,简装,低楼层(共32层),2000年建,华亭嘉园,,-
朝阳,水郡长安 ,148.35平米,西,595,40108,房本满五年,精装,高楼层(共20层),2008年建,水郡长安,,-
朝阳,团结湖东里 ,87.49平米,西,580,66294,房本满五年,精装,中楼层(共16层),1987年建,团结湖东里,,-
朝阳,天怡家园 ,130.55平米,西,745,57067,房本满五年,精装,高楼层(共20层),2006年建,天怡家园,,-
朝阳,艺水芳园 ,122.65平米,南 ,515,41990,房本满五年,简装,底层(共10层),2005年建,艺水芳园,,-
朝阳,翠成馨园C区 ,102.7平米,,468,45570,房本满五年,精装,中楼层(共13层),2007年建,翠成馨园C区,,-
朝阳,百子湾家园二区 ,62.2平米,,305,49036,,精装,中楼层(共24层),2006年建,百子湾家园二区,,-
朝阳,朝阳旺角 ,139.2平米,南 ,590,42386,,精装,低楼层(共16层),2006年建,朝阳旺角,,-
朝阳,兴隆家园 ,66.1平米,西,410,62028,,精装,中楼层(共24层),2001年建,兴隆家园,,-
朝阳,北苑家园莲葩园 ,111.66平米,东,528,47287,,精装,高楼层(共25层),2004年建,北苑家园莲葩园,,-
朝阳,樱花园 ,58.2平米,南 ,459,78866,,精装,高楼层(共6层),1986年建,樱花园,,-
朝阳,优点社区 ,98.73平米,南 ,508,51454,,精装,中楼层(共11层),2006年建,优点社区,,-
朝阳,九龙花园 ,125.78平米,南 ,688,54699,房本满五年,精装,中楼层(共22层),2001年建,九龙花园,,-
朝阳,晶都国际 ,49.35平米,东,275,55725,房本满五年,精装,中楼层(共21层),2006年建,晶都国际,,-
朝阳,双惠小区 ,31.72平米,东 ,215,67781,房本满五年,精装,低楼层(共6层),2004年建,双惠小区,,-
朝阳,砖角楼南里 ,55平米,东 ,400,72728,房本满五年,简装,中楼层(共6层),1986年建,砖角楼南里,,-
朝阳,南湖东园一区 ,136.64平米,东南 ,695,50864,房本满五年,精装,高楼层(共28层),1998年建,南湖东园一区,,-
朝阳,大成国际 ,45.4平米,,235,51763,房本满五年,精装,高楼层(共21层),2007年建,大成国际,,-
朝阳,农光里 ,41.07平米,,269,65498,房本满五年,精装,中楼层(共6层),1980年建,农光里,,-
朝阳,左家庄西街 ,65.69平米,东 ,365,55565,房本满五年,简装,顶层(共7层),1994年建,左家庄西街,,-
朝阳,晨光家园 ,66.66平米,,385,57756,房本满五年,简装,低楼层(共26层),2000年建,晨光家园,,-
朝阳,懿品阁 ,66.65平米,,515,77270,房本满五年,精装,中楼层(共18层),2005年建,懿品阁,,-
朝阳,东一时区 ,58.92平米,西南 ,289.9,49203,房本满五年,精装,中楼层(共22层),2005年建,东一时区,,-
朝阳,炫特嘉园三期 ,64.53平米,,368,57028,房本满五年,精装,高楼层(共25层),2006年建,炫特嘉园三期,,-
朝阳,西坝河东里 ,45.15平米,,299,66224,房本满五年,简装,底层(共18层),1987年建,西坝河东里,,-
朝阳,望京新城 ,97.29平米,西,595,61158,房本满五年,精装,高楼层(共27层),1997年建,望京新城,,-
朝阳,磨房南里 ,44.01平米,东,245,55670,房本满五年,简装,低楼层(共6层),1991年建,磨房南里,,-
朝阳,吉利家园 ,150.55平米,西,860,57124,房本满五年,精装,中楼层(共20层),2001年建,吉利家园,,-
朝阳,南沙滩小区 ,53.65平米,,350,65238,房本满五年,简装,中楼层(共6层),1984年建,南沙滩小区,,-
朝阳,深房大厦 ,150.19平米,西 ,800,53266,房本满五年,简装,中楼层(共23层),1997年建,深房大厦,,-
朝阳,江南山水 ,261.03平米,南 ,1150,44057,房本满五年,精装,3层,2011年建,江南山水,,-
朝阳,建业苑 ,131.57平米,南 ,590,44844,,简装,高楼层(共7层),1996年建,建业苑,,-
朝阳,沿海赛洛城三期 ,130.3平米,南 ,735,56409,,精装,低楼层(共14层),2007年建,沿海赛洛城三期,,-
朝阳,华贸城 ,66.94平米,,420,62743,,简装,中楼层(共28层),2011年建,华贸城,,-
朝阳,首开龙湖天璞 ,128.58平米,南 ,1200,93328,,精装,中楼层(共11层),2017年建,首开龙湖天璞,,-
朝阳,定福庄西街 ,57.93平米,南 ,260,44882,,简装,中楼层(共6层),1986年建,定福庄西街,,-
朝阳,弘善家园 ,90.27平米,西,418,46306,,简装,高楼层(共28层),2012年建,弘善家园,,-
朝阳,三丰里小区 ,57.41平米,南 ,428,74552,,精装,高楼层(共6层),1989年建,三丰里小区,,-
朝阳,瑞祥里 ,71.19平米,,308,43265,,精装,中楼层(共10层),2006年建,瑞祥里,,-
朝阳,北沙滩4号院 ,59.81平米,东 ,365,61027,,精装,中楼层(共6层),1990年建,北沙滩4号院,,-
朝阳,双惠小区 ,58.9平米,东 ,288,48897,,简装,底层(共6层),2004年建,双惠小区,,-
朝阳,汽修一厂宿舍 ,65.24平米,南 ,388,59473,,精装,中楼层(共6层),1989年建,汽修一厂宿舍,,-
朝阳,团结湖北三条 ,81.53平米,,585,71753,房本满五年,精装,高楼层(共18层),1990年建,团结湖北三条,,-
朝阳,南平里 ,54.57平米,东,198,36284,房本满五年,简装,底层(共6层),1992年建,南平里,,-
朝阳,北苑家园绣菊园 ,82.81平米,南 ,439,53013,房本满五年,简装,低楼层(共14层),2000年建,北苑家园绣菊园,,-
朝阳,新纪家园 ,49.45平米,,415,83924,房本满五年,精装,低楼层(共21层),2002年建,新纪家园,,-
朝阳,首城国际B区 ,87.67平米,,780,88971,房本满五年,精装,高楼层(共27层),2010年建,首城国际B区,,-
朝阳,紫薇天悦 ,87.27平米,,668,76545,房本满五年,精装,低楼层(共24层),2009年建,紫薇天悦,,-
朝阳,中国铁建国际城 ,57.8平米,南 ,430,74395,房本满五年,精装,底层(共6层),2011年建,中国铁建国际城,,-
朝阳,双桥六号井 ,61.59平米,南 ,260,42215,房本满五年,精装,低楼层(共6层),1992年建,双桥六号井,,-
朝阳,安贞里 ,54.41平米,南 ,405,74435,房本满五年,简装,中楼层(共6层),1985年建,安贞里,,-
朝阳,慧忠北里第四社区 ,67.47平米,,420,62250,房本满五年,简装,中楼层(共25层),2000年建,慧忠北里第四社区,,-
朝阳,驼房营南里 ,76.59平米,,398,51966,房本满五年,精装,低楼层(共22层),2000年建,驼房营南里,,-
朝阳,拂林园 ,124.57平米,西,700,56194,房本满五年,精装,中楼层(共30层),2004年建,拂林园,,-
朝阳,柏林爱乐一期 ,64.44平米,东 ,360,55866,房本满五年,精装,中楼层(共11层),2002年建,柏林爱乐一期,,-
朝阳,福怡苑 ,67.8平米,,340,50148,房本满五年,精装,中楼层(共7层),1998年建,福怡苑,,-
朝阳,北沙滩1号院 ,43.57平米,,325,74593,房本满五年,简装,中楼层(共6层),1990年建,北沙滩1号院,,-
朝阳,八里庄北里小区 ,64.09平米,东,339,52895,房本满五年,精装,低楼层(共18层),1995年建,八里庄北里小区,,-
朝阳,垂杨柳南里 ,48.81平米,南 ,285,58390,房本满五年,精装,高楼层(共6层),1977年建,垂杨柳南里,,-
朝阳,金隅景和园 ,61.3平米,,312,50898,房本满五年,简装,中楼层(共21层),2011年建,金隅景和园,,-
朝阳,定福庄西街 ,57.1平米,南 ,278,48687,房本满五年,精装,顶层(共6层),1991年建,定福庄西街,,-
朝阳,双龙南里 ,58.62平米,东 ,320,54589,房本满五年,毛坯,中楼层(共6层),1993年建,双龙南里,,-
朝阳,弘善家园 ,79.06平米,西,368,46547,房本满五年,简装,低楼层(共28层),2009年建,弘善家园,,-
朝阳,松榆西里 ,63.27平米,西,390,61641,房本满五年,精装,高楼层(共18层),1985年建,松榆西里,,-
朝阳,花家地西里一区 ,62.34平米,东,430,68977,房本满五年,精装,高楼层(共18层),1995年建,花家地西里一区,,-
朝阳,甘露家园 ,59.25平米,南 ,328,55359,房本满五年,简装,中楼层(共6层),1987年建,甘露家园,,-
朝阳,金隅景和园 ,60.2平米,,312,51828,房本满五年,精装,高楼层(共21层),2011年建,金隅景和园,,-
朝阳,安苑东里一区 ,56.41平米,南 ,368,65237,房本满五年,精装,顶层(共6层),1986年建,安苑东里一区,,-
朝阳,北京新天地四期 ,52.98平米,,315,59457,,精装,高楼层(共20层),2009年建,北京新天地四期,,-
朝阳,八里庄北里小区 ,42.07平米,,265,62991,,简装,高楼层(共6层),1985年建,八里庄北里小区,,-
朝阳,晨光家园 ,75.97平米,东,498,65553,,简装,中楼层(共28层),1999年建,晨光家园,,-
朝阳,绿岛苑西区 ,75.75平米,西,340,44885,,精装,低楼层(共24层),1999年建,绿岛苑西区,,-
朝阳,芍药居北里 ,64.33平米,,424.5,65988,房本满五年,精装,低楼层(共24层),1998年建,芍药居北里,,-
朝阳,金隅康惠园3号院 ,89.84平米,南 ,370,41185,房本满五年,简装,高楼层(共18层),2011年建,金隅康惠园3号院,,-
朝阳,柳芳南里 ,42.85平米,,307,71646,房本满五年,简装,底层(共6层),1986年建,柳芳南里,,-
朝阳,光熙门北里 ,71平米,西,510,71831,房本满五年,简装,高楼层(共21层),1991年建,光熙门北里,,-
朝阳,北京新天地四期 ,71.96平米,南 ,405,56282,房本满五年,精装,低楼层(共20层),2009年建,北京新天地四期,,-
朝阳,小关北里 ,57平米,南 ,355,62281,房本满五年,简装,顶层(共6层),1986年建,小关北里,,-
朝阳,望京西园一区 ,66.68平米,东,435,65237,房本满五年,精装,中楼层(共28层),1999年建,望京西园一区,,-
朝阳,城市广场 ,35.82平米,,185,51648,房本满五年,简装,底层(共26层),1996年建,城市广场,,-
朝阳,三源里北小街 ,61.97平米,南 ,433,69873,房本满五年,毛坯,低楼层(共6层),1979年建,三源里北小街,,-
朝阳,珠江绿洲 ,153.55平米,,560,36471,房本满五年,精装,中楼层(共31层),2003年建,珠江绿洲,,-
朝阳,花园闸小区 ,57.52平米,南 ,262,45550,,精装,顶层(共6层),1990年建,花园闸小区,,-
朝阳,天之骄子 ,121.12平米,东 ,810,66876,,精装,中楼层(共17层),2006年建,天之骄子,,-
朝阳,呼家楼南里 ,62.82平米,南 ,420,66858,,简装,低楼层(共6层),1973年建,呼家楼南里,,-
朝阳,林奥嘉园 ,118.97平米,,647,54384,,毛坯,中楼层(共27层),2015年建,林奥嘉园,,-
朝阳,芍药居2号院 ,57.93平米,南 ,463,79925,,简装,中楼层(共6层),1991年建,芍药居2号院,,-
